Date,Close,change,change_percent,sentiment,sentiment_average
2017-01-01,998.3250122070312,0.0,0.0,0.0,0.0
2017-01-02,1021.75,23.42498779296875,2.346429019261205,0.0,0.0
2017-01-03,1043.8399658203125,22.0899658203125,2.161973655034255,0.0,0.0
2017-01-04,1154.72998046875,110.8900146484375,10.623277348965406,0.0,0.0
2017-01-05,1013.3800048828125,-141.3499755859375,-12.240954853234003,0.0,0.0
2017-01-06,902.2009887695312,-111.17901611328125,-10.971108130965936,0.0,0.0
2017-01-07,908.5850219726562,6.384033203125,0.7076065402934082,0.0,0.0
2017-01-08,911.198974609375,2.61395263671875,0.28769488528916304,0.0,0.0
2017-01-09,902.8280029296875,-8.3709716796875,-0.9186765912764641,0.0,0.0
2017-01-10,907.6790161132812,4.85101318359375,0.5373131059129929,0.0,0.0
2017-01-11,777.7570190429688,-129.9219970703125,-14.313649953773727,0.0,0.0
2017-01-12,804.833984375,27.07696533203125,3.4814170324492215,0.0,0.0
2017-01-13,823.9840087890625,19.1500244140625,2.3793757204392403,0.0,0.0
2017-01-14,818.4119873046875,-5.572021484375,-0.6762293230136486,0.0,0.0
2017-01-15,821.7979736328125,3.385986328125,0.41372638483414925,0.0,0.0
2017-01-16,831.5339965820312,9.73602294921875,1.184722189832133,0.0,0.0
2017-01-17,907.93798828125,76.40399169921875,9.188318458808972,0.0,0.0
2017-01-18,886.6179809570312,-21.32000732421875,-2.3481787962830007,0.0,0.0
2017-01-19,899.072998046875,12.45501708984375,1.4047783100901678,0.0,0.0
2017-01-20,895.0260009765625,-4.0469970703125,-0.4501299759979558,0.0,0.0
2017-01-21,921.7890014648438,26.76300048828125,2.990192514975001,0.0,0.0
2017-01-22,924.6729736328125,2.88397216796875,0.3128668451658394,0.0,0.0
2017-01-23,921.0120239257812,-3.66094970703125,-0.3959183204682927,0.0,0.0
2017-01-24,892.68701171875,-28.32501220703125,-3.075422629804211,0.0,0.0
2017-01-25,901.5419921875,8.85498046875,0.9919468248676447,0.0,0.0
2017-01-26,917.5859985351562,16.04400634765625,1.7796183080421024,0.0,0.0
2017-01-27,919.75,2.16400146484375,0.23583636501629104,0.0,0.0
2017-01-28,921.5900268554688,1.84002685546875,0.2000572824646643,0.0,0.0
2017-01-29,919.4959716796875,-2.09405517578125,-0.2272219875171953,0.0,0.0
2017-01-30,920.3820190429688,0.88604736328125,0.09636228875072336,0.0,0.0
2017-01-31,970.4030151367188,50.02099609375,5.434808053482271,0.0,0.0
2017-02-01,989.0230102539062,18.6199951171875,1.918789907568883,0.0,0.0
2017-02-02,1011.7999877929688,22.7769775390625,2.30297751446805,0.0,0.0
2017-02-03,1029.9100341796875,18.11004638671875,1.789884028979092,0.0,0.0
2017-02-04,1042.9000244140625,12.989990234375,1.261274267001524,0.0,0.0
2017-02-05,1027.3399658203125,-15.56005859375,-1.4919990631405136,0.0,0.0
2017-02-06,1038.1500244140625,10.81005859375,1.0522377161798007,0.0,0.0
2017-02-07,1061.3499755859375,23.199951171875,2.2347397414905594,0.0,0.0
2017-02-08,1063.0699462890625,1.719970703125,0.1620550000178272,0.0,0.0
2017-02-09,994.3829956054688,-68.68695068359375,-6.461188271135348,0.0,0.0
2017-02-10,988.6740112304688,-5.708984375,-0.5741232905459996,0.0,0.0
2017-02-11,1004.4500122070312,15.7760009765625,1.5956726683781488,0.0,0.0
2017-02-12,999.1810302734375,-5.26898193359375,-0.5245638777002413,0.0,0.0
2017-02-13,990.6420288085938,-8.53900146484375,-0.8546000380438521,0.0,0.0
2017-02-14,1004.5499877929688,13.907958984375,1.4039338711584401,0.0,0.0
2017-02-15,1007.47998046875,2.92999267578125,0.291672162797846,0.0,0.0
2017-02-16,1027.43994140625,19.9599609375,1.9811769290158234,0.0,0.0
2017-02-17,1046.2099609375,18.77001953125,1.8268726739939274,0.0,0.0
2017-02-18,1054.4200439453125,8.2100830078125,0.7847452532812356,0.0,0.0
2017-02-19,1047.8699951171875,-6.550048828125,-0.6211991953051983,0.0,0.0
2017-02-20,1079.97998046875,32.1099853515625,3.0643100290290795,0.0,0.0
2017-02-21,1115.300048828125,35.320068359375,3.270437322740448,0.0,0.0
2017-02-22,1117.43994140625,2.139892578125,0.19186698506589694,0.0,0.0
2017-02-23,1166.719970703125,49.280029296875,4.410083036306919,0.0,0.0
2017-02-24,1173.6800537109375,6.9600830078125,0.5965512875911432,0.0,0.0
2017-02-25,1143.8399658203125,-29.840087890625,-2.54243801760767,0.0,0.0
2017-02-26,1165.199951171875,21.3599853515625,1.867392816288251,0.0,0.0
2017-02-27,1179.969970703125,14.77001953125,1.2675952755057505,0.0,0.0
2017-02-28,1179.969970703125,0.0,0.0,0.0,0.0
2017-03-01,1222.5,42.530029296875,3.604331495955956,0.0,0.0
2017-03-02,1251.010009765625,28.510009765625,2.3321071382924337,0.0,0.0
2017-03-03,1274.989990234375,23.97998046875,1.916849608041315,0.0,0.0
